Date,Open,High,Low,Close,Volume,Adj Close
2015-09-29,22.00,22.00,21.61,21.61,14024800,21.2406
2015-09-28,22.70,23.15,22.39,23.15,7100900,22.75427
2015-09-25,22.91,23.08,22.72,22.93,16211400,22.53803
2015-09-24,22.90,23.03,22.51,22.85,10029500,22.4594
2015-09-23,23.18,23.23,22.71,22.80,11257500,22.41025
2015-09-22,23.98,23.99,23.695,23.86,5198800,23.45214
2015-09-21,23.90,23.99,23.60,23.85,6761400,23.44231
2015-09-18,24.52,24.64,24.26,24.46,9190000,24.04188
2015-09-17,24.65,24.89,24.52,24.65,13779300,24.22863
2015-09-16,23.83,24.04,23.72,23.97,10812800,23.56025
2015-09-15,23.99,24.00,23.38,23.43,9395700,23.02949
2015-09-14,24.10,24.16,23.52,23.74,8202100,23.33419
2015-09-11,24.00,24.09,23.63,23.71,11459200,23.3047
2015-09-10,24.30,24.40,23.78,23.92,10633500,23.51111
2015-09-09,24.45,24.65,24.21,24.65,11532600,24.22863
2015-09-08,24.49,24.70,24.42,24.70,9385300,23.04521
2015-09-07,24.59,24.59,23.935,24.19,11750900,22.56938
2015-09-04,24.89,25.08,24.48,24.69,9475000,23.03588
2015-09-03,25.12,25.16,24.32,24.32,9939600,22.69067
2015-09-02,24.35,24.63,23.98,24.63,12300600,22.9799
2015-09-01,25.75,25.88,24.55,24.65,17132500,22.99856
2015-08-31,25.26,25.53,24.83,25.18,9054800,23.49306
2015-08-28,25.35,25.53,25.17,25.49,20000300,23.78229
2015-08-27,24.19,24.42,24.06,24.06,10618200,22.44809
2015-08-26,23.00,23.99,22.97,23.94,11993600,22.33613
2015-08-25,22.41,23.40,22.41,23.34,14089100,21.77633
2015-08-24,23.53,23.70,22.82,22.89,12841900,21.35647
2015-08-21,24.36,24.69,23.925,24.10,12556200,22.48541
2015-08-20,24.55,24.65,24.30,24.38,8924900,22.74665
2015-08-19,25.07,25.45,25.00,25.16,5719500,23.47439
2015-08-18,25.12,25.46,24.98,24.98,10466200,23.30645
2015-08-17,25.51,25.64,25.13,25.20,6476400,23.51172
2015-08-14,25.50,25.62,25.175,25.32,6241800,23.62368
2015-08-13,25.68,25.97,25.51,25.51,7764900,23.80095
2015-08-12,25.92,25.95,25.03,25.20,11647300,23.51172
2015-08-11,26.70,26.83,26.23,26.34,10040000,24.57534
2015-08-10,26.05,26.20,25.80,26.00,4194900,24.25812
2015-08-07,26.33,26.64,25.93,25.93,7075200,24.19281
2015-08-06,26.56,26.77,26.56,26.69,7579200,24.90189
2015-08-05,26.06,26.53,26.04,26.49,7900400,24.71529
2015-08-04,25.77,26.17,25.55,25.90,8736000,24.16482
2015-08-03,26.30,26.42,26.01,26.18,4249100,24.42606
2015-07-31,26.30,26.49,26.22,26.45,11132200,24.67797
2015-07-30,26.22,26.62,26.20,26.50,7534100,24.72462
2015-07-29,25.67,26.06,25.66,25.89,6971300,24.15549
2015-07-28,25.08,25.70,24.90,25.37,8127100,23.67033
2015-07-27,25.02,25.59,24.94,25.52,7156000,23.81028
2015-07-24,25.22,25.57,25.10,25.27,8502800,23.57703
2015-07-23,25.63,25.70,25.50,25.50,8853600,23.79162
2015-07-22,26.50,26.82,26.23,26.27,7370900,24.51003
2015-07-21,26.67,26.90,26.52,26.82,5185100,25.02318
2015-07-20,26.85,26.99,26.68,26.99,4205000,25.18179
2015-07-17,27.01,27.18,26.79,27.10,4153700,25.28442
2015-07-16,26.91,27.23,26.68,27.08,6170200,25.26576
2015-07-15,26.93,27.08,26.60,26.90,9321800,25.09782
2015-07-14,27.29,27.46,27.04,27.10,7336700,25.28442
2015-07-13,26.65,26.86,26.27,26.41,5173300,24.64065
2015-07-10,26.08,26.74,26.05,26.65,8160200,24.86457
2015-07-09,25.25,26.05,25.05,25.88,11566900,24.14616
2015-07-08,25.98,25.98,25.43,25.43,9614100,23.72631
2015-07-07,26.34,26.40,25.91,26.25,9008000,24.49137
2015-07-06,26.00,26.21,25.90,26.01,7027000,24.26745
2015-07-03,26.96,27.04,26.215,26.59,7540400,24.80859
2015-07-02,26.55,27.24,26.40,27.00,7474000,25.19112
2015-07-01,26.58,26.65,26.33,26.65,7139600,24.86457
2015-06-30,27.10,27.32,26.635,27.05,10644000,25.23777
2015-06-29,27.20,27.39,26.79,26.95,7922200,25.14447
2015-06-26,27.96,27.98,27.43,27.50,17096700,25.65763
2015-06-25,28.70,28.79,28.50,28.51,6181100,26.59996
2015-06-24,28.93,28.98,28.52,28.55,7748600,26.63728
2015-06-23,28.64,28.70,28.43,28.61,7440600,26.69326
2015-06-22,28.24,28.32,27.985,28.32,3947800,26.42269
2015-06-19,28.28,28.47,28.22,28.41,7096300,26.50666
2015-06-18,28.21,28.21,27.82,27.97,10697700,26.09614
2015-06-17,27.75,28.25,27.64,28.17,7700100,26.28274
2015-06-16,27.69,28.01,27.55,27.75,5122800,25.89088
2015-06-15,27.75,27.95,27.66,27.92,5712400,26.04949
2015-06-12,28.00,28.15,27.78,27.90,6156400,26.03083
2015-06-11,28.06,28.39,28.00,28.23,5542900,26.33872
2015-06-10,27.60,27.83,27.37,27.66,5656900,25.80691
2015-06-09,28.03,28.26,27.54,27.60,7885200,25.75093
2015-06-08,27.90,27.90,27.90,27.90,000,26.03083
2015-06-05,28.11,28.19,27.70,27.90,6147900,26.03083
2015-06-04,28.62,28.62,27.99,28.09,9388700,26.2081
2015-06-03,28.87,28.885,28.42,28.53,8765500,26.61862
2015-06-02,28.97,29.02,28.33,28.33,8399400,26.43202
2015-06-01,29.22,29.28,28.86,29.19,5244300,27.2344
2015-05-29,29.26,29.59,29.21,29.59,16585600,27.60761
2015-05-28,29.27,29.40,28.92,29.20,5728900,27.24373
2015-05-27,29.16,29.35,29.04,29.34,7665100,27.37435
2015-05-26,29.56,29.89,29.52,29.82,4606400,27.8222
2015-05-25,29.34,29.59,29.20,29.48,3401000,27.50497
2015-05-22,29.49,29.64,29.21,29.25,3843500,27.29038
2015-05-21,28.82,29.375,28.82,29.24,7365200,27.28105
2015-05-20,29.00,29.02,28.52,28.82,10477800,26.88919
2015-05-19,30.29,30.33,29.54,29.63,9638100,27.64492
2015-05-18,30.39,30.69,30.07,30.13,7456700,28.11143
2015-05-15,30.1825,30.36,30.0049,30.36,5915000,28.32602
2015-05-14,29.9021,29.9862,29.7152,29.8741,8429600,27.87267
2015-05-13,30.2572,30.6497,30.2198,30.3694,9089500,28.33479
2015-05-12,30.2759,30.3974,30.1077,30.3974,9135500,28.36091
2015-05-11,29.9021,29.9675,29.6124,29.7339,6712500,27.74186
2015-05-08,29.5564,29.6779,29.1733,29.248,11108500,27.28852
2015-05-07,29.9021,30.1544,29.7246,29.7993,7955500,27.80288
2015-05-06,30.2666,30.7431,30.1311,30.2292,8002800,28.20398
2015-05-05,30.9487,31.0795,30.2385,30.4254,10585700,28.38704
2015-05-04,30.8366,31.1636,30.6777,31.1636,11645400,29.07578
2015-05-01,30.36,30.4815,30.2012,30.3694,7769400,28.33479
2015-04-30,30.1264,30.2245,29.6779,29.8741,9414600,27.87267
2015-04-29,30.332,30.5749,29.8554,29.9395,10408200,27.93369
2015-04-28,30.5189,30.5843,30.2572,30.2946,6843600,28.265
2015-04-27,30.3694,30.631,30.3133,30.4348,7592900,28.39581
2015-04-24,29.6779,29.9489,29.6685,29.9489,14783600,27.94246
2015-04-23,28.8462,29.0331,28.7808,29.0238,11045200,27.07934
2015-04-22,28.108,28.2855,27.9164,28.2855,6508800,26.3905
2015-04-21,28.379,28.5939,28.3603,28.5939,6838700,26.67824
2015-04-20,27.9585,28.08,27.7809,27.865,5448600,25.99817
2015-04-17,28.08,28.2201,27.7716,28.0052,5477900,26.12898
2015-04-16,28.1173,28.2855,28.08,28.2482,8686100,26.3557
2015-04-15,27.8931,27.9959,27.5193,27.5754,8160400,25.72797
2015-04-14,27.0521,27.267,26.9213,27.2109,8202000,25.38789
2015-04-13,28.0145,28.0332,27.4819,27.4913,7414200,25.64951
2015-04-10,28.0332,28.2014,27.8837,28.1641,4701700,26.27723
2015-04-09,28.5005,28.5378,28.2108,28.2108,6294500,26.32081
2015-04-08,28.8556,28.8836,28.6313,28.7247,4643100,26.80028
2015-04-07,28.5939,28.8556,28.2762,28.4537,5940800,26.54743
2015-04-06,28.2388,28.2388,28.2388,28.2388,000,26.34693
2015-04-03,28.2388,28.2388,28.2388,28.2388,000,26.34693
2015-04-02,28.3696,28.3696,28.108,28.2388,7738700,26.34693
2015-04-01,28.5565,28.6313,28.2762,28.351,9395000,26.45161
2015-03-31,28.7808,29.0611,28.7808,28.9957,7872500,27.05312
2015-03-30,28.4631,28.5005,28.0426,28.1267,5873400,26.24234
2015-03-27,28.6873,29.0331,28.65,28.7341,11689500,26.80905
2015-03-26,28.9957,29.0611,28.5098,28.7621,8038600,26.83517
2015-03-25,29.1172,29.2761,28.8556,29.0705,6822600,27.12291
2015-03-24,29.2761,29.4256,28.9677,29.1733,7216600,27.21882
2015-03-23,28.8182,29.1546,28.8088,28.9677,6244700,27.027
2015-03-20,28.2108,28.6967,28.1547,28.6593,10906500,26.73926
2015-03-19,28.5752,28.8182,28.407,28.5752,10301300,26.66079
2015-03-18,28.1828,28.3136,27.9118,28.2201,8318900,26.32948
2015-03-17,27.6595,27.9305,27.6127,27.8183,6776400,25.9546
2015-03-16,27.4539,27.6127,27.1082,27.4726,6778600,25.63206
2015-03-13,27.9585,27.9772,27.7249,27.809,8298600,25.94592
2015-03-12,28.1267,28.3603,28.0426,28.2201,8358500,26.32948
2015-03-11,28.3136,28.4631,28.1547,28.3416,13434500,26.44284
2015-03-10,29.9302,30.1264,29.6498,29.818,8493100,26.74308
2015-03-09,29.9021,30.103,29.7433,30.0423,6645900,26.94425
2015-03-06,30.5095,30.631,30.3226,30.5002,7037800,27.35493
2015-03-05,30.7899,31.0048,30.4721,30.9861,12444100,27.79072
2015-03-04,31.2103,31.3318,30.9394,31.1262,5663600,27.91638
2015-03-03,31.444,31.6308,31.1449,31.3412,9208000,28.10921
2015-03-02,31.3879,32.042,31.3879,31.8831,6427800,28.59522
2015-02-27,31.2851,31.5935,31.0795,31.444,16089400,28.20141
2015-02-26,31.201,31.5654,31.0702,31.3599,6198600,28.12598
2015-02-25,31.3038,31.5748,31.1823,31.3038,8726300,28.07566
2015-02-24,30.089,31.0795,29.818,30.8926,10990200,27.70687
2015-02-23,30.1451,30.1825,29.8367,30.0143,5186400,26.91914
2015-02-20,30.1825,30.2759,29.9862,30.1825,4282400,27.07
2015-02-19,30.6777,30.7618,30.2852,30.3694,5627700,27.23762
2015-02-18,30.7338,30.8179,30.332,30.8179,6975600,27.63987
2015-02-17,30.5375,30.7338,30.2946,30.4161,4714800,27.27951
2015-02-16,30.6964,30.7992,30.2105,30.4254,6896200,27.28785
2015-02-13,29.4349,30.1638,29.4069,30.061,13507900,26.96103
2015-02-12,28.949,29.248,28.6873,28.6873,8113200,25.72898
2015-02-11,28.977,29.1265,28.8182,28.9396,6801300,25.95527
2015-02-10,29.5284,29.5564,29.2013,29.3321,6066000,26.30729
2015-02-09,29.0705,29.2854,28.8929,29.1826,5652600,26.17321
2015-02-06,29.6685,29.7152,29.3695,29.4816,5140600,26.44137
2015-02-05,29.4069,29.4349,29.1359,29.3041,8791300,26.28218
2015-02-04,29.9021,30.089,29.5751,29.8928,15609200,26.81017
2015-02-03,28.3136,28.7247,28.2388,28.6406,11461800,25.6871
2015-02-02,27.6688,27.9211,27.6221,27.6595,9118500,24.80717
2015-01-30,27.4072,27.5473,27.2016,27.3418,17480800,24.52224
2015-01-29,26.8091,27.1362,26.8091,27.0521,6636400,24.26241
2015-01-28,27.1362,27.3511,26.8559,27.0427,7133000,24.25398
2015-01-27,26.9586,27.1222,26.697,27.0521,7990400,24.26241
2015-01-26,27.4539,27.4539,27.4539,27.4539,000,24.62278
2015-01-23,27.4726,27.6034,27.2577,27.4539,7637900,24.62278
2015-01-22,26.8559,27.1175,26.7811,26.9586,10217100,24.17855
2015-01-21,26.0709,26.2391,25.9962,26.2111,8044100,23.50814
2015-01-20,26.1176,26.1176,25.3794,25.6784,7839400,23.03037
2015-01-19,26.2204,26.4634,25.856,25.8934,13533900,23.2232
2015-01-16,25.5663,25.8466,25.1365,25.2766,9815700,22.67001
2015-01-15,25.2299,25.3234,24.7627,25.1365,14412900,22.54435
2015-01-14,26.0522,26.1176,25.3187,25.4168,9999800,22.79575
2015-01-13,26.2672,26.3326,26.0803,26.1363,7274800,23.44105
2015-01-12,26.725,26.8559,26.5849,26.6409,6534300,23.89361
2015-01-09,27.0521,27.2577,26.9586,27.2483,7774300,24.43838
2015-01-08,26.5381,26.6316,26.398,26.5194,6366500,23.78464
2015-01-07,26.2111,26.4167,26.0242,26.2672,8166900,23.55845
2015-01-06,26.398,26.4914,26.0709,26.2672,12995400,23.55845
2015-01-05,27.4632,27.6314,27.3137,27.5473,3715800,24.70654
2015-01-02,27.2203,27.6688,27.024,27.6034,3012500,24.75686
2015-01-01,27.4445,27.4445,27.4445,27.4445,000,24.61435
2014-12-31,27.4632,27.5847,27.2203,27.4445,2756200,24.61435
2014-12-30,27.7623,27.809,27.3511,27.5473,6049600,24.70654
2014-12-29,27.2109,27.8043,27.2109,27.7436,4561900,24.8826
2014-12-26,27.0708,27.0708,27.0708,27.0708,000,24.27918
2014-12-25,27.0708,27.0708,27.0708,27.0708,000,24.27918
2014-12-24,27.1455,27.1876,26.9306,27.0708,2608500,24.27918
2014-12-23,27.4165,27.4165,26.9213,26.9213,6799200,24.1451
2014-12-22,27.6595,27.9959,27.6314,27.8837,7911200,25.00825
2014-12-19,26.7717,27.0801,26.6409,27.0801,26517600,24.28752
2014-12-18,26.3699,26.5849,26.1083,26.2017,15369100,23.49971
2014-12-17,25.7252,26.0429,25.7065,25.7065,12503000,23.05557
2014-12-16,25.7252,25.8186,25.5009,25.6224,13470700,22.98015
2014-12-15,26.2017,26.7531,25.9027,26.4727,9991200,23.74276
2014-12-12,26.697,26.7624,26.5568,26.5942,9656700,23.85173
2014-12-11,26.6316,27.2717,26.5381,27.0988,9762000,24.3043
2014-12-10,27.51,27.6501,26.996,27.4632,14662500,24.63112
2014-12-09,27.6314,27.6595,26.9727,26.9867,15045800,24.20376
2014-12-08,28.2668,28.3603,28.0426,28.1267,7004300,25.22619
2014-12-05,28.678,28.8275,28.1921,28.4257,6159900,25.49436
2014-12-04,28.5752,28.8649,28.351,28.8649,8907300,25.88827
2014-12-03,28.3977,28.7341,28.2668,28.4444,6608500,25.51113
2014-12-02,28.0706,28.5285,28.0613,28.407,12344400,25.47759
2014-12-01,28.5846,28.5846,27.3418,27.3511,15534100,24.53058
2014-11-28,29.3415,29.3415,28.6593,28.8929,18254400,25.91338
2014-11-27,30.1825,30.3694,29.8741,29.9021,8599200,26.81851
2014-11-26,30.1825,30.4441,30.1357,30.3974,4865400,27.26273
2014-11-25,30.4161,30.4815,29.9302,29.9956,8941800,26.90237
2014-11-24,30.8366,30.902,30.6871,30.7431,8405300,27.57278
2014-11-21,29.8554,30.0984,29.4583,29.6218,6187400,26.56712
2014-11-20,30.2105,30.2572,29.6685,29.7152,8005900,26.65088
2014-11-19,30.8366,30.8646,30.5002,30.5282,6224100,27.38005
2014-11-18,31.1917,31.2851,30.8459,31.0048,3825900,27.8075
2014-11-17,31.2103,31.50,30.9954,31.0422,5661300,27.84104
2014-11-14,30.93,31.0702,30.7899,31.0702,7413200,27.86615
2014-11-13,31.1636,31.229,30.9674,31.0702,7457400,27.86615
2014-11-12,31.5841,31.6215,30.958,31.0235,11004300,27.82427
2014-11-11,32.1448,32.2289,31.757,31.9299,8405400,28.6372
2014-11-10,32.3784,32.6868,32.3504,32.4064,7847500,29.06456
2014-11-07,31.5935,32.2289,31.5935,32.2289,8391700,28.90537
2014-11-06,31.743,31.8645,31.4066,31.5654,5836700,28.31029
2014-11-05,31.50,31.6308,31.2197,31.6028,6157500,28.34383
2014-11-04,31.6776,31.9018,31.6075,31.7803,6070800,28.50303
2014-11-03,31.6776,31.6776,31.4253,31.50,5643400,28.25163
2014-10-31,31.3972,31.7336,31.2103,31.7336,15158900,28.46114
2014-10-30,31.3692,31.4907,31.2103,31.3505,6293100,28.11755
2014-10-29,31.3972,31.771,31.3692,31.5654,8308100,28.31029
2014-10-28,31.2851,31.2851,31.0188,31.1356,6612800,27.92481
2014-10-27,31.50,31.7243,31.3599,31.5935,6497200,28.33549
2014-10-24,31.3972,31.6308,31.2384,31.528,6020000,28.27674
2014-10-23,31.5187,31.6589,31.3972,31.4346,8770000,28.19298
2014-10-22,31.9485,32.1261,31.8271,32.0233,5917600,28.72097
2014-10-21,31.6215,31.7243,31.4346,31.5374,7573300,28.28517
2014-10-20,31.6122,31.6963,31.4533,31.6215,5268200,28.3606
2014-10-17,31.3599,31.4253,31.0889,31.2103,7015900,27.99181
2014-10-16,31.0795,31.2103,30.7992,31.1449,11599300,27.93315
2014-10-15,31.4626,31.8364,31.3412,31.5841,9365500,28.32706
2014-10-14,30.5375,31.3318,30.5235,31.2571,10296100,28.03378
2014-10-13,29.9021,30.603,29.8134,30.4628,8277300,27.32139
2014-10-10,30.3507,30.4348,30.1264,30.1918,9156200,27.07834
2014-10-09,31.0608,31.3131,30.8833,31.0422,7446100,27.84104
2014-10-08,30.3694,30.8459,30.2385,30.6871,9161100,27.52256
2014-10-07,31.0515,31.3832,30.6217,31.0608,10232300,27.85772
2014-10-06,30.93,30.9674,30.5375,30.5562,5074300,27.40516
2014-10-03,31.173,31.3131,30.93,31.2571,7286000,28.03378
2014-10-02,31.3038,31.50,31.201,31.444,6347000,28.20141
2014-10-01,31.4907,31.8458,31.3505,31.7617,6129100,28.48634
2014-09-30,31.4907,31.7336,31.3692,31.6495,7927600,28.38571
2014-09-29,31.771,31.8551,31.5094,31.5094,7006500,28.26006
2014-09-26,31.9112,32.0654,31.7897,31.9205,16936900,28.62877
2014-09-25,32.8176,32.8643,32.4905,32.5092,8752200,29.15676
2014-09-24,32.3317,32.4999,32.1635,32.4158,7750700,29.07299
2014-09-23,32.1822,32.7755,31.9299,32.6587,10115900,29.29084
2014-09-22,33.0792,33.2194,32.3877,32.5746,8225500,29.21542
2014-09-19,33.5184,33.5184,33.1259,33.154,7638600,29.73507
2014-09-18,33.5278,33.5838,33.0512,33.3409,8533200,29.90269
2014-09-17,33.6399,33.8174,33.4717,33.4904,9039600,30.03677
2014-09-16,33.6212,33.7146,33.3409,33.3969,6167900,29.95292
2014-09-15,33.3035,33.7053,33.3035,33.3035,7001900,29.86915
2014-09-12,33.3596,33.453,33.2661,33.4437,5724000,29.99489
2014-09-11,33.5932,33.6212,33.0979,33.1727,7926800,29.75184
2014-09-10,33.425,33.5371,33.3409,33.453,7760300,30.00323
2014-09-09,33.2287,33.7988,33.1914,33.7333,7483000,30.25463
2014-09-08,33.3128,33.5371,33.2474,33.3222,7499000,29.88592
2014-09-05,33.3315,33.5465,33.182,33.3128,6966800,29.87749
2014-09-04,33.6399,33.8268,33.5932,33.6586,5798200,30.18763
2014-09-03,33.7988,34.0884,33.724,33.8268,7341700,30.33849
2014-09-02,34.1632,34.537,34.1352,34.4809,3938700,30.07694
2014-09-01,34.4248,34.565,34.2847,34.294,3915400,29.91391
2014-08-29,34.0137,34.3033,33.9669,34.266,16002600,29.88949
2014-08-28,34.9014,34.9668,34.4435,34.4622,6469300,30.06063
2014-08-27,34.7612,35.0182,34.7052,34.8827,8115900,30.42743
2014-08-26,34.8079,34.8453,34.6304,34.7799,6540800,30.33775
2014-08-25,35.0322,35.0415,34.7893,34.8079,8003500,30.36218
